412	10055288	"Foster's Lane Pit"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055288"	" CLY_BK "	-81.98045	33.45015
612	10083766	"Battle Branch Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083766"	" AU AG "	-84.04071	34.47872
613	10083786	"Lone Oak/Post/Wilkes"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083786"	" AU "	-84.81383	33.21075
618	10084441	"J.P.Fort Property"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10084441"	" MN "	-83.49709	34.51822
619	10084777	"Crew Prospect"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10084777"	" AU "	-85.16744	33.76204
777	10100549	"Dr. Parker's Property"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10100549"	" AU "	-84.79993	33.90794
909	10119243	"Erwin Prospect"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10119243"	" AL "	-85.17494	34.12793
910	10119430	"Mauldin Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10119430"	" MIC "	-84.30322	32.84016
912	10119655	"Ashbury Property"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10119655"	" AU "	-83.7738	34.70072
1102	10143724	"Unnamed Manganese Deposit"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143724"	" MN "	-84.75853	34.15573
1103	10144132	"Kaolin Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10144132"	" CLY_K "	-82.97568	33.02076
1435	10191615	"Cason Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10191615"	" AL "	-83.07318	32.82296
1437	10191716	"Wright Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10191716"	" AL "	-85.09244	34.29733
1438	10191766	"Old Flamoga Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10191766"	" CLY_K "	-83.47599	32.80186
1439	10191832	"Belle Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10191832"	" AU "	-84.0071	34.45623
1440	10191837	"Frazier-King Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10191837"	" FE "	-85.06714	33.86374
1442	10191932	"Marble Deposit Unnamed"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10191932"	" MBL "	-84.34712	34.37513
1443	10192241	"Little Lamb Prospect"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10192241"	" AL "	-85.23914	34.14153
1444	10192339	"Sugar Hill No. 2 Prospect"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10192339"	" MIC "	-84.10491	32.94546
1612	10216013	"Fomby Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10216013"	" AL "	-85.13354	34.17573
1615	10216342	"Lot 465"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10216342"	" MN "	-84.74353	34.16653
1617	10216736	"Klondyke Mine & Mill"	"Plant"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10216736"	" CLY_K "	-83.20208	32.89516
1809	10240928	"Unnamed Barium Deposit"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10240928"	" BA "	-84.77493	34.16123
1811	10241077	"Kensington Iron and Coal Co. Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10241077"	" FE "	-85.40555	34.69592
1814	10241391	"Unnamed Beryl Deposit"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10241391"	" GEM "	-84.29801	33.22545
1984	10265454	"Bentley-Boone Mine"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10265454"	" CLY_K "	-83.15268	32.87126
1987	10265723	"Greenfield Property"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10265723"	" FE "	-84.95633	34.24153
1992	10265939	"Unnamed Graphite Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10265939"	" GRF "	-84.74243	34.12123
2171	10289577	"Athen Prospect"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10289577"	" VRM MIC "	-83.7896	33.18185
2296	10305872	"Smith Property"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10305872"	" AU AG "	-83.58319	34.83622
2297	10305890	"Legal Tender Mine"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10305890"	" AU "	-83.9499	34.87512
2298	10305957	"Casteel Mine"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10305957"	" AU "	-84.55492	34.18763
2299	10305969	"Julia Or Phelps Mine"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10305969"	" AU "	-82.43736	33.66544
2777	10061583	"Unnamed Sand Deposit"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10061583"	" SDG "	-83.34209	32.12238
2834	10067508	"Rich Mine (Canton Mine)"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10067508"	" CU "	-84.49779	34.2185
2962	10083760	"Bell-Star"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083760"	" AU "	-84.58052	34.11823
2965	10084717	"Moore Girl Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10084717"	" AU "	-83.49429	34.93481
3235	10119428	"Lot 296"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10119428"	" MBL "	-84.34272	34.37373
3431	10143879	"Cohutta Mill"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143879"	" TLC "	-84.76053	34.76402
3432	10144092	"Reynolds Vein"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10144092"	" AU "	-83.738	34.68092
3433	10144149	"Ideal Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10144149"	" AL CLY_K "	-84.20771	32.25158
3618	10168305	"Dean Hole Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10168305"	" CLY_K "	-83.38129	32.77906
3619	10168444	"Griffin Granite Quarry"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10168444"	" STN_C "	-84.36772	33.21295
3621	10168691	"Huber Mine 30"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10168691"	" CLY_K "	-83.47739	32.68877
3786	10191622	"T. N. Westbrook Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10191622"	" AU "	-84.36242	34.17593
4297	10265232	"T A Anderson Deposit"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10265232"	" MIC "	-82.94877	34.29683
4298	10265254	"Lot 245"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10265254"	" MN "	-84.76553	34.19733
4482	10289212	"Unnamed Gold Deposit"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10289212"	" AU "	-84.67303	34.11873
4484	10289454	"Pine Mountain Quarry"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10289454"	" GRT "	-84.08381	33.71264
4486	10289669	"Kin Mori Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10289669"	" AU "	-84.14131	34.37093
4491	10290159	"Colwell Quarry"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10290159"	" STN_C "	-83.9363	34.53932
4660	60001696	"Clarksville District Kyn Occurrence"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=60001696"	" KYN "	-83.53319	34.63342
5101	10055314	"Huber Mine"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055314"	" CLY_K "	-82.49016	33.30845
5180	10064734	"Unnamed Sand Deposit"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10064734"	" SDG "	-82.39486	31.2369
5316	10083768	"Rising Fawn Area"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083768"		-85.48884	34.77512
5318	10083980	"S.K. Hoge Ore Bank"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083980"	" FE "	-85.04434	34.03624
5444	10100384	"T.R. King Property"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10100384"	" FE "	-85.04304	33.86684
5616	10119068	"Huber Mine 36"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10119068"	" CLY_K "	-83.47739	32.69487
5617	10119266	"Cavender Creek Prospect"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10119266"	" AU "	-83.9121	34.57072
5619	10119365	"Locke Quarry"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10119365"	" GRT "	-82.99797	33.91954
5620	10119389	"Copp Property Mine-Lot 102"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10119389"	" MN "	-84.76683	34.20433
5626	10120209	"Henderson Property"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10120209"	" AU "	-83.7685	34.70012
5826	10143613	"Boyt Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143613"	" MIC "	-84.25211	32.84956
5829	10144169	"C H Smith Prospect"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10144169"	" CLY_K "	-83.01598	32.97436
5830	10144230	"Unnamed Barium Deposit"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10144230"	" BA "	-84.73713	34.17573
6009	10168497	"Aggregate Quarry"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10168497"	" STN_C "	-85.30714	34.57012
6217	10192175	"Pierce Jones and Bank of Oglethor"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10192175"	" AL "	-84.15071	32.23188
6219	10192328	"Georgia Kaolin No 1 Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10192328"	" AL "	-82.97518	32.97266
6584	10240922	"Mrs Will Rolston Property"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10240922"	" FE "	-84.41852	34.75122
6587	10241294	"L.L.Spence Property"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10241294"	" FE "	-84.38632	34.34073
6754	10265295	"Rock Cliff Mine"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10265295"	" TLC "	-84.72183	34.76122
6946	10290193	"17 Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10290193"	" CLY_K "	-83.40459	32.77906
6947	10290216	"C H Miller Deposit"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10290216"	" MIC "	-84.94773	33.84824
7057	10305931	"Granville"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10305931"	" AU "	-84.65822	34.10983
7637	10064742	"Unnamed Sand Deposit"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10064742"	" SDG "	-83.18428	31.97798
7776	10083973	"Hematite/Oredell Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083973"	" FE "	-85.36665	34.02934
7780	10084687	"Unknown, Prospect"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10084687"	" AU "	-83.03048	34.38073
8000	10118845	"Andersonville Plant"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10118845"	" AL "	-84.13741	32.19048
8183	10144185	"Huber Mine 6 Pita"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10144185"	" CLY_K "	-83.51269	32.75797
8392	10168201	"Upshire Quarry"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10168201"	" STN "	-84.65272	34.33903
8579	10192046	"Payton & Wren Pit"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10192046"	" SDG "	-82.13925	33.37795
8938	10241246	"Magruder Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10241246"	" CU "	-82.56296	33.77574
9113	10265363	"Unnamed Manganese Deposit"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10265363"	" MN "	-84.75273	34.24013
9115	10265423	"M R Tucker Prospect"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10265423"	" CLY_K "	-83.04878	33.00736
9118	10265617	"Unnamed Iron Deposit"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10265617"	" FE "	-84.70073	34.29373
9292	10288896	"Lot 473"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10288896"	" MN "	-84.74353	34.16653
9293	10289089	"Rome Quarry Fla Rock Indus"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10289089"	" STN_C "	-85.18914	34.29733
9301	10289926	"Oglethorpe Quarry Dirienzo"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10289926"	" GRT "	-82.95927	33.97544
9418	10305862	"Hood"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10305862"	" AU "	-83.59429	34.80572
9419	10305909	"Turkey Pen"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10305909"	" AU "	-84.41662	34.74182
9871	10055319	"Harrison Pit"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055319"	" CLY_K "	-83.02348	32.98346
9872	10055327	"Watkins Mine"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055327"	" CLY_K "	-83.28319	32.71687
10542	10144039	"Barnsley Mines"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10144039"	" AL "	-85.25324	34.29403
10732	10168452	"Fountain Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10168452"	" AL "	-83.19378	32.80326
10734	10168611	"Reeves Prospect"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10168611"	" MN "	-85.30434	34.10793
10735	10168662	"Etowah Gold Mining Properties"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10168662"	" AU "	-84.05601	34.44933
10922	10191792	"Daisy Mine"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10191792"	" SDG "	-81.83424	32.15518
10924	10192224	"Unnamed Barium Deposit"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10192224"	" BA "	-84.78773	34.17823
11333	10240817	"Unnamed Barium Deposit"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10240817"	" BA "	-84.78683	34.17703
11335	10240999	"Kennesaw Quarry"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10240999"	" STN_C "	-84.58522	34.01874
11336	10241162	"Hightower Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10241162"	" AL "	-83.12848	32.75706
11511	10265374	"Daniel Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10265374"	" MIC "	-82.78207	34.23903
11513	10265586	"Brown Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10265586"	" MIC "	-84.33302	32.82986
11514	10265675	"Davis 2 Prospect"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10265675"	" AL "	-84.96553	34.35343
11515	10265703	"House Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10265703"	" AU "	-84.65462	34.05403
11685	10290229	"Bush Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10290229"	" AL "	-83.12818	32.74576
11796	10305867	"J. Loudermilk (J. Perkins)"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10305867"	" AU "	-83.64159	34.50842
